x,y
0.21200624285785183,0.0990637508854199
0.08745008483061427,0.10299477674544756
0.8188424983422218,0.8227503028704304
0.9504174248941102,0.8057409697580623
0.047753568581878486,0.12381483178679267
0.38424201990354856,0.4370741351213374
0.3308545964510001,0.26408239444248693
0.18184434992548817,0.24143822238952678
0.3445454904026347,0.26371684500661313
0.33551305389877634,0.25011315731237715
0.8575120018512985,0.7648476027659221
0.9944313146577376,0.8338059388418957
0.21760196933103504,0.1789594294591716
0.7245131904818203,0.5297198609055626
0.257514575025145,0.3283943982996881
0.9073320231322037,0.8456966187076187
0.2295511381248135,0.2573710264015394
0.8523661894874004,0.7064922362342425
0.3782979781451431,0.40006688081217917
0.7345382842373013,0.5953007083175087
0.8971980062664421,0.8632643409495274
0.8192669851478491,0.7511237193460074
0.4527492770244221,0.4331756323493443
0.6968410551924152,0.6236537989760771
0.8518676594209059,0.7222932525271569
0.019354356889114865,0.207932494693297
0.28595621099748614,0.36169995273773564
0.02700224995309797,0.17786234604270235
0.2736738681264261,0.3616884595908038
0.003743870236076226,0.05997690947171838
0.19132132903774446,0.2471514030921103
0.22483719451261802,0.18558883312736651
0.792524381287367,0.9111428697050964
0.5818238026687109,0.5277619640448677
0.06985204494527138,0.15784294973048738
0.16575209036836477,0.2988503803458529
0.4580317431034406,0.39780099542288866
0.5493942070362888,0.6023208863230872
0.582063431725399,0.510642349950233
0.8040329679805833,0.7437315077291126
0.5090604923636417,0.5267209523337589
0.940537573693802,0.8302112423390768
0.2052263924641658,0.2023456234727312
0.345764446448523,0.2517617519421402
0.39716254883685437,0.4414389754250723
0.33850791102051225,0.3145817297505915
0.13792508155217573,0.23639307737689857
0.6014998563648735,0.42794909060124475
0.16239658378042277,0.3906278435625162
0.29864639839319396,0.4348856937040511
0.12762327576987917,0.21406877884280728
0.051808615247329035,0.1816253368675948
0.7486132851244389,0.5892234905473507
0.584106773144078,0.5083383090018473
0.6002636459055174,0.5011237799600958
0.5270853036401913,0.5503938736038321
0.7579202389967578,0.7849723016988647
0.3491498036061147,0.3750837882371999
0.9401491043429677,0.8777544003722565
0.2590152806296427,0.2825467331453442
0.12206401025887616,0.2239794904562989
0.7340856635107413,0.5639597298276053
0.750989419938175,0.6439912499099064
0.25242192966242405,0.30437547733914866
0.20658700331219065,0.25036311060821526
0.2784407625613011,0.3759775253569081
0.9865765027537238,0.8552955442115702
0.7109236786198445,0.6289408299224482
0.11782652974099002,0.1577033087455143
0.056055878148808164,0.2163511812098486
0.08757949293076903,0.10116424772567306
0.8873754773142339,0.8395170005467267
0.22714118245096002,0.21718736313533066
0.8859202111837443,0.8234109760984138
0.06609153751114667,0.1566607884911271
0.07120191203941428,0.10378334582065575
0.4917717377126074,0.37916558028500336
0.2712339756145617,0.3462713339052044
0.8865029080673071,0.7704538519318435
0.43877034982477786,0.4302536639820199
0.7609403416530325,0.716847952357583
0.004589157996188917,0.08952654510964354
0.5055438714898924,0.48071941261241824
0.771358703021275,0.7202919273325009
0.6556860247714541,0.6982991796045815
0.4456940382252664,0.4401809910864302
0.7991484914368862,0.7728792327776774
0.1681312323135107,0.22245375218600566
0.3405589734132919,0.3857498371033453
0.20670023097606038,0.30199360566634403
0.545568595777456,0.5832899655806606
0.5204341476436846,0.568459975350015
0.7317287825622062,0.7056503404892346
0.17858573801924504,0.2218176863594394
0.2757354570159743,0.3036873956201022
0.7130541334776881,0.5973389503990018
0.05263514087011557,0.11842317627588736
0.9327549820990908,0.889517071892423
0.5091959900000134,0.5467197075671497
0.23128683187190688,0.14560215385663383
0.9767634867073025,0.8429041185863204
0.8280221583115074,0.7547813766462315
0.4554787236277284,0.33692269624691046
0.2138325010249615,0.22277713843751723
0.5000711882254852,0.4177644595955841
0.266445228081394,0.32439854974077137
0.30724654981014415,0.43166074025055445
0.7208834688591442,0.6362355655954239
0.15250463920601476,0.33386912578169864
0.3457140082127985,0.28435089845543
0.7067831932202633,0.6352873233831332
0.9869580447854914,0.811495664621464
0.26437454366125307,0.32399044257857007
0.7910813724710587,0.7958075665368417
0.15386223854299835,0.38898366777258514
0.9783614080138511,0.716105255612713
0.944263238695167,0.8158606502041814
0.8690425858253359,0.8071995743958517
0.04984527886166115,0.26140458266270034
0.09048814304079543,0.07306945818926211
0.6687040392029959,0.6709974874512732
0.06391289155948822,0.12835111569099164
0.051193320573077496,0.2662034719490617
0.7521791352810326,0.6955639736950735
0.17319927907966282,0.3663687250609497
0.34266007560140976,0.23030403852614345
0.13295285159780015,0.14268835888272566
0.10341054044514167,0.06668077740794454
0.5310368118302173,0.5776104674391415
0.4696212781112605,0.4018281348874986
0.018774740724526364,0.13960621915327848
0.9822260085281898,0.7164548055318142
0.35512502007348706,0.30459999007205174
0.12434034544944923,0.2128106080072299
0.6904620084527817,0.6498555769200578
0.7422243439413745,0.5529609834753794
0.08166324363385459,0.12695642498686574
0.6884059887438226,0.7161916889928379
0.7515076464491999,0.7007218558054138
0.9745323906990434,0.7376496238599295
0.011244289094535377,0.17845903851623876
0.9426333980605259,0.8827932193883696
0.2943383603335435,0.38889405117493314
0.6206636600709552,0.5093223391252352
0.8808042658425879,0.7649255906759267
0.14064756924155702,0.14405563099744362
0.7978581531578566,0.765103247980337
0.24869567227667308,0.29140819251766803
0.42185574566246103,0.4701647696818876
0.8333499852019819,0.6879873859816804
0.24434905996236517,0.2963533150190162
0.9579394562675051,0.8066367310696978
0.35955915092766844,0.35535604251023106
0.1396486525233395,0.2243581499262982
0.854867821818308,0.6986783812740879
0.0956534621970189,0.09625330099226569
0.8417118044899544,0.7044460111224138
0.943766754259533,0.7832605500646883
0.051934633814030046,0.179416667190756
