x,y
0.3728496469820944,0.4152070313334135
0.9797798030011291,0.877606048612461
0.7493842249349,0.6573643753359307
0.6089313691151966,0.522168141730907
0.14266357158208728,0.023346747785574964
0.14263816395336018,0.09085866164360372
0.039500807138117704,0.026776740966705494
0.8907290261157434,0.8811997753916749
0.6115190252078283,0.5817444662681289
0.7241859472136265,0.4894289775819079
0.0,0.06324882391992755
1.0,0.8451606699373501
0.855194838921654,0.6968168186796079
0.20199040802352788,0.25953830029105013
0.1698474306782661,0.2697021451904664
0.17151128873624905,0.2622316876165403
0.2987992960614848,0.21219478408627757
0.5310844518781925,0.45566274911170834
0.4333187994376686,0.4300587445719153
0.28509155861018,0.36215156077516564
0.6228300924728031,0.5180622163050033
0.12525670506001566,0.12372094284706675
0.28605593644923194,0.17764881344960973
0.36423481805552577,0.23571305059677816
0.4587315468956593,0.494372851101874
0.8054050813683006,0.8357236469096048
0.18864900887625935,0.18740625246604173
0.5200007984906156,0.5631501104712131
0.6023541558518444,0.5756036447217542
0.027246631736809777,0.0
0.6182920878938203,0.5890504018079822
0.15794335224386075,0.3047764363870729
0.046840736235494874,0.07079378682865323
0.9778534148124755,1.0
0.9954938324864195,0.6424352140972137
0.8298660172645483,0.8088302364167342
0.29919065420941005,0.2949765503488231
0.08120252879776861,0.07640383272780701
0.6990738493576575,0.6333126273924128
0.44196438656907483,0.23095470624128833
0.10686930429943953,0.10515524580395119
0.49992598626272233,0.4886452976709357
0.014540880747611546,0.1782423399313902
0.936176307120459,0.7793715569242474
0.25091027573476904,0.17446161985791556
0.6762041956838377,0.5611551618028389
0.3066668127858469,0.37502986529018345
0.5261457757798681,0.5082774320733037
0.5542101879908228,0.45557290217349056
0.1730386319806687,0.22631312690688185
